,X,Y
56,"Живу в общаге, съехать пока не могу, ездил к аллергологу, сдал анализы оказалась аллергия на пыль и пылевого клеща, предложила мне снимать квартиру вместо общежития, но пока не могу, как можно бороться с недугом в общежитии? В коридорах есть пыль, в комнате живут 2-ое соседей",1
57,После приёма препарата Фексета и авамиса появляется сыпь (крапивница) стоит ли принимать и что посоветуете. Также до приёма припаратов была сухость во рту и крапивница,1
58,"По утрам отекают глаза красные верхние веки покалывание лица вечером лицо красное горит была сильная отёчность глаз вызывала скорую проколола пять дней супрастин и дексаметазон и десять дней глюконат кальцыя сдала анализы на аллерген аллерген понижен реагирую на запахи некоторых духов: начинается аретмия и задышка горит лицо. Пью таблетки кларитин, сменила подушки глаза всеравно опухают а повечерам красное лицо и красные верхние веки крем пользуюсь только детским раньше веки горели сейчас не горят пропила полисорб, алерголог сказал лечить гепнозом",1
59,Здравствуйте у меня алергия на пыль как мне можно вылечить симптомы как грип спасибо,1
60,"Здравствуйте! Скажите, пожалуйста, можно ли ребенку 4 лет при атопическом дерматите наносить мазь Элоком С на поврежденные участки кожи? В инструкции написано, что использование мази противопоказано детям до 12 лет. Заранее благодарю.",1
61,"Год назад заложило нос, ходил по врачам разводили руками, ставил разные диагнозы, переехал в столицу, тут быстро отправили к аллергологу, сдал анализы, оказалась аллергия на пылевых клещей, прописала Рупафин 1т/1д и авамис 2пшика в каждую ноздрю раз в сутки, 3-ий день лечусь а заложенность до сих пор не прошла, что я делаю не так? 
Пью таблетку с утра на тощак",1
62,"Здравствуйте у меня такой вопрос. Мне 19 лет, у меня с 7 лет стоит диагноз Бронхиальная астма. Но у меня не происходит ни каких обострений этой астмы и мне ее буквально 2 года назад поставили эту астму в состояние ремиссии. Мне пришла повестка из военкомата на медкомиссию. На медкомиссии меня положили в стационар на обследование. Я там отлежал. И мне в выписке написали что Бронхиальная астма в состоянии ремиссии. Обострения отсутствуют. И вот что мне интересно. Возьмут ли меня с таким диагнозом служить или нет? Заранее спасибо.",1
63,"Летом у меня первый раз в жизни началась какая то сыпь на руках и ногах при этом на животе, лице и спине нечего обнаружено не было. Всё началось с того как мы с родителями поехали на природу отдыхать! И когда я зашла в траву первое время нечего не было потом началась эта сыпь даже можно сказать не сыпь а покраснение. Очень чесалось при этом всём. В скоре мне взрослые протёрли водкой ""типа""противалергенно и вроде и вроде бы чесаться перестало но покраснения не прошли! И я за них забыла когда приехали домой уже нечего не было, дамала что это на траву или амброзию! Но спустя 2 недели я гуляла в своём районе где не было никакой травы но было солнце и у меня опять начались покраснения и я пошла домой на что мама сказала: ""что это аллергия на солнце""! Но тогда почему когда я была в траве где было не так уж и солнечно у меня были покраснения?",1
64,У меня опухла щека левая и губы. Что делать. Симптомы появились после обеда,1
65,"U menya allergiya NE znayu na chto. 2 dnya nazad ya pila tekilu s limonom, krasnoe vino, pivo, eger master alkogol ikoktel with rash. Dalee cherez NE kotoroe vremya Moe lico (nijnyaya chast) vzdulas kak shar. Moi gubi chut ne lopnuli. Oni bili ka 4 ogromnie sasiski. Zatem ya vipilla ot allergii tabletku, gubi i odna sheka zdulis a drugaya sheka opuhol ne shodit. Ranshe u menya bila allergiya na citrus, potom prosla. Teper ne znayu chto delat.",1
66,"Добрый день! Мне полных 27 лет. 

Более чем год меня беспокоят частые чихания и насморк (начиная с самого утра и до поздней ночи). Все симптомы указывают на ринит. Принимал различные лекарственные препараты против аллергии, по назначению врача и не только. Но ничего не помогало. Единственное облегчение от заложенности носа помогает "" Нафтизин"" на некоторое время. Однажды, по рекомендации друзей удалось попасть на прием ЛОРУ, он мня осмотрел и выписал препарат ""Фексофаст"" после которого у меня прекратились симтомы, но через некоторое время опять возобновились, я пропил его еще раз, но результатов не было никаких. Были мысли, что причиной всему этому могло стать моя сфера деятельности (маг. Джинсовой одежды, часто товар приходил со специфическим запахом, похожий на хим обработку от вредителей), но я уже там не работаю больше, чем пол года и после этого отдыхал на море и там все это продолжалось. 

Возможно у Вас найдется для меня ответ или совет. 

За ранее спасибо!",1
67,"Здравствуйте! Прошу совета! Грудничок 4,5 мес., высыпание на лице - два пятнышка красных, появились приблизительно в одно и тоже время с появлением запора, сходили к дерматологу прописал Атодерм (Биодерма) и Фенистил - не помогает, на месте пятен шелушиться кожа и выступает водичка, также малыш чешет эти места, они становятся больше, сама я на диете исключила все аллергенное - питаюсь одной водой практически.
Прошу помочь.",1
68,"Здравствуйте. В прошлом году в апреле делали пробы на деревья, луговые и сорные травы. Назначили пробы на декабрь- февраль, можно их сделать в марте?",1
69,"Здравствуйте! Моя проблема в том, что не давно у меня начали болеть и чесаться глаза, постоянно хочеться их закрыть, поэтому щурусь, помимо этого еще заложен нос, но глаза меня беспокоят больше, также чешеться верхняя часть шеи, область под подбородком. Началось с того, что не давно устроилась на работу и пришлось некоторое время работать с пылью, а также без выходных с утра до вечера, поэтому не высыпалась. Подскажите. Спасибо!",1
70,"Здравствуйте, меня зовут Ольга, мне 29 лет. Началась аллергия на кошек с 2009 года, когда завели дома кота. Потом заметила аллергию на аспирин и злаки. Пробы подтвердили. С сентября 2012 года принимаю аллерген ""смесь трав 1"". В августе 2013 анализ крови уже показал аллергию только на кошек. 

Но аспириновая астма осталась. Постоянный насморк. 

Сейчас я уже полгода живу в Мексике у моря. Две недели назад начался сильный кашель (мокрый) по ночам, как-будто задыхаюсь. 

 

Кашель сначала начинался часов в 19 вечера, иногда позже. 

Сейчас кашель уже не так привязан ко времени иногда бывает и днём затруднения в дыхании (не долго). 

Уже неделю соблюдаю диету без салицилатов, но 

если ложусь спать пораньше - ночью часа в 3 все равно просыпаюсь от того, что тяжело дышать и хочется кашлять. Две ночи спала спокойно, только слегка кашляла. Сейчас кашель не сильный, но он начинается внезапно часа в 2 ночи и спать не получается, засыпаю только под утро. Перед сном принимаю лоратадин. 

 

Насморк сейчас только при затрудненном дыхании и кашле, как только дыхание восстанавливается - насморк тоже заканчивается. 

 

Что делаю: 

Пью вечером ""Лоратадин"". 

Делала дыхательную гимнастику по методу Бутейко - особой пользы тоже не замечаю. 

В первые три дня ночью, когда становилось тяжело дышать - выпивала 2 таблетки Лактрофильтрума и через час дыхание приходило в норму. 

Но на третий день это не помогло. 

И сейчас придерживаюсь диеты без салицилатов: 

морковь

сок морковь с сельдереем 

свекла

капуста белокачанная (попробовала один раз и стала задыхаться, теперь не ем) 

лук/чеснок

рис

геркулес

молоко

сметана

йогурт (без добавок) 

мясо отварное, тушеное, в духовке

рыба

птица

яйца

чай черный

Я так понимаю что это все, что сейчас мне можно есть. 

 

 

Я думаю что это аспириновая астма в накопительном варианте - я ела манго, цитрусовые и один раз съела пшеничную лепешку с ветчиной и сыром - и тоже дыхание затруднилось и начался сильный кашель. 

Что я ела: 

мюсли или злаки (в составе: кунжут, геркулес, лён, тыквенные семечки, подсолнечные семечки, сушеная вишня, гранат) 

йогурт без сахара

чай черный или зеленый с лимоном, очень редко кофе с молоком и какао

иногда ложечку мёда

блины

каша овсянная

омлет

булочки/выпечка (не желтая) 

мясо (курица запеченая в духовке/ свинина в духовке, говядина) 

супы (борщ, куриный, щи, гороховый) 

мясо с лепешками (кукурузными или пшеничными) 

салат из авокадо, лука и помидора (но помидор не ем, только авокадо и лук) 

овощи в сковородке: брокколи, кабачки, морковь, лук

Арахисовое масло с хлебом и чаем

Фрукты/овощи: 

мандарины, 

лайм, 

манго, 

бананы, 

гуаява, 

яблоки, 

редко арбуз и дыня 

 

Раньше ела фрукт нони для иммунитета (не знаю действительно ли он полезен? В интернете много противоречивой информации) 

 

Соки (сама делаю): 

- грейпфрутовый

- морковный с сельдереем

 

Вопросы: 

1) Какие лекарства принимать? 

2) Какой диеты придерживаться и сколько по времени? 

3) Если это у меня такая реакция аспириновой астмы - это мне так всю жизнь мучаться или все же ее можно вылечить? 

Очень хочется здоровых детей, а из-за аллергии на кошку и аспириновой астмы - как-то не представляется это возможным… 

Аллергия на злаки не проявляется, пью по-прежнему аллерген “ Смесь трав 1”. 

4) Может быть аспириновую астму и аллергию на кошек лечат где-нибудь в одном месте? 

5) Можно ли злаки (типа наших мюсли) с утра? 

6) Нужно ли пить Лактофильтрум или Энтерос гель? 

7) Хотим купить озонатор - поможет ли он? 

 

В квартире есть немного плесени и грибка из-за морского климата и раньше в этой квартире жили собаки, возможно кое-где осталась шерсть. 

 

Заранее спасибо!",1
71,"Добрый день! У меня неделю назад начались симптомы простуды (насморк, чихание) . Ну думаю простыла, выпила колдрекс и на след. День тоже самое. Не помогло, насморк все сильнее и сильнее, чихание усилилось, глаза ужасно чешутся, слизятся, в горле все чешится, шея переходящия в плечи (внутри все тоже жутко чешится) поняла, что не простуда, а аллергия! Подождала пару дней, не проходит, а все сильнее и сильнее! Купила Эриус, глаза перестали честаться, горло тоже, но сопли, нос забит (особенно когда сижу) встаю, вроде чуть отпускает, но все равно! у меня хронический полиноз, на цветение (конец апреля-до середины мая), думала оно! Но ничего даже не начало цвести. Принимаю препараты Биозим, Мультивит Кэйр, Дюфастон, свечи Лонгидаза (т. к. По гинекологии были проблемы, воспаление, аднексит) и до этого принимала антибиотики (но уже закончила месяц назад) ранее не на какие лекарства аллергии не было. На пару дней приостоновила прием этих препаратов, но изменений не было, с каждым днем все так же. Не каких цветов дома нет, ничего необычного, что то нового тоже, такие симптомы не усиливаются и не ослабевают ни дома, ни на работе, не на улице. Везде одинаково. Ну только когда хожу, нос чуть раскладывает, сажусь, снова забит. Пару дней вечером была температура 37.2 через час возвращалась в норму. Днем температура в норме. Что делать, не знаю. Подскажите, что это может быть? И с чего вдруг резко началось? Что делать? Огромное спасибо за ответ! ",1
72,"Здравствуйте! У нас атопический дерматит с рождения практически. Кожные высыпания появляются осенью очень сильные на руках и ногах. Недавно сдали анализ крови на аллергены. Получили такие результаты: 
IgE яичный белок - 0,578
пшеничная мука - < 0.10
яичный желток - 0.128
мясо курицы - 0.09
банан - 0.04 ME
ржаная мука - 0.41 ME
свинина - 0.10 единиц. KU/L
Объясните, пожалуйста, что это значит? На что аллергия?",1
73,"Здравствуйте, подскажите пожалуйста можно ли ставить Манту ребенку, если у него обнаружили аллергию на рыбу, эпителий кошки и перхоть лошади?",1
74,"Здравствуйте доктор! Мне 26 лет, пол - мужской. Уже второй год страдаю непонятной аллергией, если это так можно назвать. Началось все достаточно странно и аллергия у меня в принципе очень странная, если это можно назвать аллергией. Просто как-то вечером стали ужасно чесаться ноги (икры, внутренняя часть бедер). Чесались очень сильно, но никакой сыпи на них не появилось. Это произошло как раз перед днем рождения (как сейчас помню 27 марта 2012 года). Я подумал, что переволновался просто, и был месяц март, поэтому подумал, что этот зуд как то связан с гамашами, которые я одевал под джинсы. В общем, на следующий день картина повторилась, также чесались ноги, ночью заснуть нормально не удавалось. И потом и потом у меня чесались ужасно ноги. Я мазался серной мазью первое время, в течение недели, так как думал вдруг чесотка (я работаю системным администратором, хожу на заявки настраивать компьютеры. Людей много, люди разные, у многих животные, вот и подумал, что что-нибудь подхватил, НО результатов СЕРНАЯ МАЗЬ не принесла. Ну и как позднее выяснилось у меня не чесотка (дома никто не чешется, симптомов чесотки на коже нет). Потом случайно нашел дома антигистаминные таблетки ""Зодак"", выпил таблетку и спал спокойно, как только действие таблетки проходило, аллергия начиналась снова, действия таблетки хватало грубо говоря на 1 день Я обратился к врачу аллергологу (своего городского врача-аллерголога у нас нет, он приезжает из районного центра). Объяснил ей ситуацию, сказал ей что и когда пью. Выслушав меня внимательно, она направила меня сдать анализы на паразитов в лабораторный центр. Сдал я анализы на паразитов, там было несколько видов паразитов (Лямблиоз IgG, Аскаридоз IgG, , Описторхоз IgG, Эхинококкоз IgG, Лямблиоз IgM, Описторхоз IgM, Трихинеллез IgG, Токсокароз IgG и т. д.). В итоге ТОКСОКАРОЗ - положительно было (без титров), из всего этого списка (анализ от 08.04.2013). Я пришел к врачу-аллергологу с этими результатами, она направила меня к врачу-инфекционисту в нашу городскую больницу. Пришел я к врачу инфекционисту, она сказала что токсокароз - явление редкое, встречается в основном у детей и то постараться надо, ну в общем направила меня на дополнительные анализы (анализы на биохимический анализ крови, копрологические анализы и общий анализ крови). КОПРОЛОГИЧЕСКИЙ АНАЛИЗ (анализ от 17.05.13) - нормальный, БИОХИМИЧЕСКИЙ АНАЛИЗ КРОВИ (анализ от 14.05.13) - Амилаза 14,7 (повышено), Общий белок - 66,4, АсаТ - 0,39, Билирубин (общий) - 11,54, Билирубин (прямой) - 1,92, Тимоловая проба - 1,7 все остальное в норме, АНАЛИЗ КРОВИ (анализ от 14.05.13) - гемоглобин - 150, эритроциты - 5,0, Цвет, показатель - 0,9, Лейкоциты - 4,0, Сегментоядерные - 35, Эозинофилы 7 (повышено), Лимфоциты -51 (норма 18-40), Моноциты - 7, Скорость оседания эритроцитов - 5. В общем после всех этих анализов она назначила мне курс вермокса и желчегонные (в течение 14 дней). После двух недель я пришел к ней с теми же симптомами. Зуд мой не прошел, ""АЛЛЕРГИЯ"" не прошла, если это можно назвать аллергией. Более того, со временем у меня стали чесаться не только ноги, а зуд стал генерализованным, могли чесаться ноги или голова или лицо или под мышками, добавился анальный зуд, в общем зуд стал то там то там. (примечание: животных дома нет). Врачей поменял уже уйму. Один врач футболит к другому, и так раз за разом, не могут поставить диагноз и назначить лечение. Как я уже говорил у меня генерализованный зуд по телу, и когда этот зуд начинается будто тело начинает гореть, будто внутри тоже что то происходит, заметил что когда в душ захожу и по ногам проходят мурашки, то в том месте где начинаются мурашки как будто колит иголками внутри (раньше такого не было). Ну это небольшое отступление, продолжаю историю. Сдавал кал на глистов (трижды), это уже по направлению терапевта частной больницы - глистов не обнаружено (анализ от 13.01.14). Сдавал анализы на иммуноглобулин IgE - он повышен 477,1 (анализ от 17.01.2014), такой же анализ сдавал год назад, результат был таким же около 460 (норма от 20 до 100). Позднее с другим врачом, чтобы исключить ПАРАЗИТОВ (таких как токсокар) пил ВЕРМОКС в течение ВНИМАНИЕ! МЕСЯЦА, по ТРИ таблетки в день. Она сказала, что паразиты теперь точно отпадают. У нее дважды проходил исследование на паразитов на аппарате Поля, там ничего не обнаружили из паразитов, кроме стафилококка. Записывался в частную клинику к терапевтам, делал анализ на дисбактериоз, сдавал биохимический анализ крови, делал ФГДС, проходил УЗИ, делал снова общий анализ крови, делал риноцитограмму, делал клинический анализ крови (по 18 параметрам). Итак, ФГДС показало на небольшой гастрит, но в целом все нормально, КЛИНИЧЕСКИЙ АНАЛИЗ КРОВИ (18 параметров) - ВСЕ НОРМАЛЬНО, но эритроциты 5,16 (норма 3,80-5,00), Гемоглобин - 145, Тромбоциты - 140 (150.0 - 400.0), Тромбокрит (доля объема крови, занимаемая тромбоцитами) - 0.116 (0.200 - 0.500), Скорость оседания эритроцитов - 3 (2-10) ---анализ от 16.01.2014. РИНОЦИТОГРАММА - Лейкоциты - 7-8, Эпителий - 4-5, Нейтрофилы - 100, Эозинофилы - 0, Лимфоциты - 0, Бактерии +, Грибы -. (анализ от 17.01.2014), АНАЛИЗ НА ДИСБАКТЕРИОЗ - все в норме, НО лактобактерии и бифидобактерии отсутствуют (10 в минус 8 степени), обнаружен золотистый стафилококк (10 в 6 степени)! Сразу хочу заметить, микрофлору кишечника восстановил, пропил бифиформ+препарат с сухими лактЗдравствуйте доктор! Мне 26 лет, пол - мужской. Уже второй год страдаю непонятной аллергией, если это так можно назвать. Началось все достаточно странно и аллергия у меня в принципе очень странная, если это можно назвать аллергией. Просто как то вечером стали ужасно чесаться ноги (икры, внутренняя часть бедер). Чесались очень сильно, но никакой сыпи на них не появилось. Это произошло как раз перед днем рождения (как сейчас помню 27 марта 2012 года) Я подумал что переволновался просто, и был месяц март, поэтому подумал, что этот зуд как то связан с гамашами, которые я одевал под джинсы. В общем на следующий день картина повторилась, также чесались ноги, ночью заснуть нормально не удавалось. И потом и потом у меня чесались ужасно ноги. Я мазался серной мазью первое время, в течение недели, так как думал вдруг чесотка (я работаю системным админатратором, хожу на заявки настраивать компьютеры. Людей много, люди разные, у многих животные, вот и подумал, что что-нибудь подхватил), НО результатов СЕРНАЯ МАЗЬ не принесла. Ну и как позднее выяснилось у меня не чесотка (дома никто не чешется, сомптомов чесотки на коже нет). Потом случайно нашел дома антигистаминные таблетки ""Зодак"", выпил таблетку и спал спокойно, как только действие таблетки проходило, аллергия начиналась снова, действия таблетки хватало грубо говоря на 1 день Я обратился к врачу аллергологу (своего городского врача-аллерголога у нас нет, он приезжает из районного центра). Объяснил ей ситуацию, сказал ей что и когда пью. Выслушав меня внимательно, она направила меня сдать анализы на паразитов в лабораторный центр. Сдал я анализы на паразитов, там было несколько видов паразитов (лямблиоз IgG, Аскаридоз IgG, , Описторхоз IgG, Эхинококкоз IgG, Лямблиоз IgM, Описторхоз IgM, Трихинеллез IgG, Токсокароз IgG и т. д.). В итоге ТОКСОКАРОЗ - положительно было (без титров), из всего этого списка (анализ от 08.04.2013). Я пришел к врачу-аллергологу с этими результатами, она направила меня к врачу-инфекционисту в нашу городскую больницу. Пришел я к врачу инфекционисту, она сказала что токсокароз - явление редкое, встречается в основном у детей и то постараться надо, ну в общем направила меня на дополнительные анализы (анализы на биохимический анализ крови, копрологические анализы и общий анализ крови). КОПРОЛОГИЧЕСКИЙ АНАЛИЗ (анализ от 17.05.13) - нормальный, БИОХИМИЧЕСКИЙ АНАЛИЗ КРОВИ (анализ от 14.05.13) - Амилаза 14,7 (повышено), Общий белок - 66,4, АсаТ - 0,39, Билирубин (общий) - 11,54, Билирубин (прямой) - 1,92, Тимоловая проба - 1,7 все остальное в норме, АНАЛИЗ КРОВИ (анализ от 14.05.13) - гемоглобин - 150, эритроциты - 5,0, Цвет, показатель - 0,9, Лейкоциты - 4,0, Сегментоядерные - 35, Эозинофилы 7 (повышено), Лимфоциты -51 (норма 18-40), Моноциты - 7, Скорость оседания эритроцитов - 5. В общем после всех этих анализов она назначила мне курс вермокса и желчегонные (в течение 14 дней). После двух недель я пришел к ней с теми же симптомами. Зуд мой не прошел, ""АЛЛЕРГИЯ"" не прошла, если это можно назвать аллергией. Более того, со временем у меня стали чесаться не только ноги, а зуд стал генерализованным, могли чесаться ноги или голова или лицо или под мышками, добавился анальный зуд, в общем зуд стал то там то там. (примечание: животных дома нет). Врачей поменял уже уйму. Один врач футболит к другому, и так раз за разом, не могут поставить диагноз и назначить лечение. Как я уже говорил у меня генерализованный зуд по телу, и когда этот зуд начинается будто тело начинает гореть, будто внутри тоже что то происходит, заметил что когда в душ захожу и по ногам проходят мурашки, то в том метсе где начинаются мурашки как будто колит иголками внутри (раньше такого не было). Ну это небольшое отступление, продожаю историю. Сдавал кал на глистов (трижды), это уже по направлению терапевта частной больницы - глистов не обнаружено (анализ от 13.01.14). Сдавал анализы на иммуноглобулин IgE - он повышен 477,1 (анализ от 17.01.2014), такой же анализ сдавал год назад, результат был таким же около 460 (норма от 20 до 100). Позднее с другим врачом, чтобы исключить ПАРАЗИТОВ (таких как токсокар) пил ВЕРМОКС в течение ВНИМАНИЕ! МЕСЯЦА, по ТРИ таблетки в день. Она сказала что паразиты теперь точно отпадают. У нее дважды проходил исследование на паразитов на аппарате Поля, там ничего не обнаружили из паразитов, кроме стафилококка. Записывался в частную клинику к терапевтам, делал анализ на дисбактериоз, сдавал биохимический анализ крови, делал ФГДС, проходил УЗИ, делал снова общий анализ крови, делал риноцитограмму, делал клинический анализ крови (по 18 параметрам). Итак, ФГДС показало на небольшой гастрит, но в целом все нормально, КЛИНИЧЕСКИЙ АНАЛИЗ КРОВИ (18 параметров) - ВСЕ НОРМАЛЬНО, но эритроциты 5,16 (норма 3,80-5,00), Гемоглобин - 145, Тромбоциты - 140 (150.0 - 400.0), Тромбокрит(доля объема крови, занимаемая тромбоцитами) - 0.116 (0.200 - 0.500), Скорость оседания эритроцитов - 3 (2-10) ---анализ от 16.01.2014. РИНОЦИТОГРАММА - Лейкоциты - 7-8, Эпителий - 4-5, Нейтрофилы - 100, Эозинофилы - 0, Лимфоциты - 0, Бактерии +, Грибы -. (анализ от 17.01.2014), АНАЛИЗ НА ДИСБАКТЕРИОЗ - все в норме, НО лактобактерии и бифидобактерии отсутствуют (10 в минус 8 степени), обнаружен золотистый стафилококк (10 в 6 степени)! Сразу хочу заметить, микрофлору кишечника восстановил, пропил бифиформ+препарат с сухими лактобактериями(не помню названия) в течение 2-ух недель, также пил ОМЕЗ и другие лекарстрва. В общем микрофлору наладил ОДНОЗНАЧНО, но зуд не прошел, ""Аллергия"" не прошла, от стафилоккока пропил + делал клизмы Хлорофиллиптом, в течение недели пил МУМИЕ. Итак, вернемся к анализам, а то опять отошел от темы. УЗИ - все в норме, но есть незначительные изменения в паринхиме печени(думаю это как то связано было с длительным приемом ВЕРМОКСА, в течение 1 месяца, по 3 таблетки). БИОХИМИЧЕСКИЙ АНАЛИЗ - Амилаза панкреатическая в крови - 30,6 (норма 13,0 - 53,0), АЛТ - 21,9, АСТ - 22,2, Белок общий - 73,4, Тимоловая проба - 1,0, Билирубин прямой - 3,3 (0 - 3,4), Билирубин общий - 9,9 (0 - 21,0). Вот такие анализы. Можно подвести итог, что лечился я Вермоксом (дважды, чтобы исключить паразитов, причем лечился продолжительно!), пил на протяжении двух лет антиистаминные препараты (то 1 раз в день, а когда раз в три дня), при этом чередовал их - пил Зодак, Цетрин, Эриус, Кетотифен и т. д. Аллергия проходит но только лишь на время действия препарата. Далее, исключил дисбактериоз - пил бактериофаги, препараты, содержащие лактобактерии и бифидобактерии, омез, омепразол, хлорофиллипт мумие и т. д. ""Аллергия"" не проходит! Откуда она взялась, я веду здоровый образ жизни, не курю, занимаюсь два раза в неделю спортом, работа не пыльная, гигиену соблюдаю, даже очень. Так длительно атакует меня, сил уже нет, уже два года мучаюсь, что это может быть? Я понимаю что заочно что то думать тяжело, но у нас такие врачи, что очно получается у них только отфутболивать и говорить что вопрос не в их компетенции. Аллергия началась в конце марта (где-то 27 числа) 2012 года. Повсюду лежал снег, листьев на деревьях не было, как и пыльцы. ""Аллергия"" не проходит и зимой. Менял местообитание, одежду. Дело в том, что я точно уверен, что эта аллергия не на пыльцу, ни на клеща. Жил две недели не дома, было тоже самое. Я уже анализов посдавал уйму, на все что надо и не надо, денег вбухал столько, что можно инвалида на ноги поставить. На пищевые продукты аллергии как таковой нет, не ем мед правда с детства. Могу вам подробнее описать как как моя ""аллергия"" так скажем мигрировала и прогрессировала. Началось все с ног, ночью ужасно стали чесаться в области бедер и голеней и особенно икры, причем чесались так аж караул. Начал пить ЗОДАК и другие антигистаминные, аллергия со временем стала мигрировать, стала чесаться голова и под мышкми + прибавился зуд вокруг ануса, но ноги перестали чесаться, в общем зуд стал генерализованным, то ноги одно время чешутся, то голова с локтями, то подмышками и зуд, то просто голова и внутри ушей, то где шеки. Одно время горло очень першило. Аж капец. Что могу сказать на данный момент. Сейчас сижу на работе, чешется в области живота, точнее чуть по бокам, анальный зуд не беспокоит уже более 2 месяцев, с утра чешется голова. Пока до работы в автобусе ехал ничего не беспокоило, а сейчас зудит, и голова немного чешется. Зуда в горле тоже не стало, ноги тоже пока не чешутся. Знаете, когда начинается зуд, я писал уже наверное, бывает что тело как будто горит, как будто температура поднимается, но температуры нет.и как будто внутри что то происходит. Надеюсь Вам это поможет дать оценку и сказать куда копать дальше, заранее спасибо. Обактериями(не помню названия) в течение 2-ух недель, также пил ОМЕЗ и другие лекарстрва. В общем микрофлору наладил ОДНОЗНАЧНО, но зуд не прошел, ""Аллергия"" не прошла, от стафилоккока пропил + делал клизмы Хлорофиллиптом, в течение недели пил МУМИЕ. Итак, вернемся к анализам, а то опять отошел от темы. УЗИ - все в норме, но есть незначительные изменения в паринхиме печени(думаю это как то связано было с длительным приемом ВЕРМОКСА, в течение 1 месяца, по 3 таблетки). БИОХИМИЧЕСКИЙ АНАЛИЗ - Амилаза панкреатическая в крови - 30,6 (норма 13,0 - 53,0), АЛТ - 21,9, АСТ - 22,2, Белок общий - 73,4, Тимоловая проба - 1,0, Билирубин прямой - 3,3 (0 - 3,4), Билирубин общий - 9,9 (0 - 21,0). Вот такие анализы. Можно подвести итог, что лечился я Вермоксом (дважды, чтобы исключить паразитов, причем лечился продолжительно!), пил на протяжении двух лет антиистаминные препараты (то 1 раз в день, а когда раз в три дня), при этом чередовал их - пил Зодак, Цетрин, Эриус, Кетотифен и т. д. Аллергия проходит но только лишь на время действия препарата. Далее, исключил дисбактериоз - пил бактериофаги, препараты, содержащие лактобактерии и бифидобактерии, омез, омепразол, хлорофиллипт мумие и т. д. ""Аллергия"" не проходит! Откуда она взялась, я веду здоровый образ жизни, не курю, занимаюсь два раза в неделю спортом, работа не пыльная, гигиену соблюдаю, даже очень. Так длительно атакует меня, сил уже нет, уже два года мучаюсь, что это может быть? Я понимаю что заочно что то думать тяжело, но у нас такие врачи, что очно получается у них только отфутболивать и говорить что вопрос не в их компетенции. Аллергия началась в конце марта (где-то 27 числа) 2012 года. Повсюду лежал снег, листьев на деревьях не было, как и пыльцы. ""Аллергия"" не проходит и зимой. Менял местообитание, одежду. Дело в том, что я точно уверен, что эта аллергия не на пыльцу, ни на клеща. Жил две недели не дома, было тоже самое. Я уже анализов посдавал уйму, на все что надо и не надо, денег вбухал столько, что можно инвалида на ноги поставить. На пищевые продукты аллергии как таковой нет, не ем мед правда с детства. Могу вам подробнее описать как как моя ""аллергия"" так скажем мигрировала и прогрессировала. Началось все с ног, ночью ужасно стали чесаться в области бедер и голеней и особенно икры, причем чесались так аж караул. Начал пить ЗОДАК и другие антигистаминные, аллергия со временем стала мигрировать, стала чесаться голова и под мышкми + прибавился зуд вокруг ануса, но ноги перестали чесаться, в общем зуд стал генерализованным, то ноги одно время чешутся, то голова с локтями, то подмышками и зуд, то просто голова и внутри ушей, то где шеки. Одно время горло очень першило. Аж капец. Что могу сказать на данный момент. Сейчас сижу на работе, чешется в области живота, точнее чуть по бокам, анальный зуд не беспокоит уже более 2 месяцев, с утра чешется голова. Пока до работы в автобусе ехал ничего не беспокоило, а сейчас зудит, и голова немного чешется. Зуда в горле тоже не стало, ноги тоже пока не чешутся. Знаете, когда начинается зуд, я писал уже наверное, бывает что тело как будто горит, как будто температура поднимается, но температуры нет.и как будто внутри что то происходит. Надеюсь Вам это поможет дать оценку и сказать куда копать дальше, заранее спасибо. ",1
